,库名,库名,库名,,,标识,有默认,默认值,,可空,数据类型,,最长,最大字节数,数字精度,小数位,时间精度,,,,,,,,,,,,,,,
,,Payrolls,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Payrolls,PayMonth,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Payrolls,HasPayrollTemplate,,,5,0,,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Payrolls,FixedSalaryTitle,,,6,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Payrolls,MeritPayTitle,,,7,1,0,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Payrolls,AchievementCommissionManager,,,8,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,AchievementCommissionPersonal,,,9,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,RewardPunishment,,,10,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,SocialSecurityPaymentScheme,,,11,0,,106,YES,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Payrolls,SocialSecurityPersonal,,,12,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,SocialSecurityCompany,,,13,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,ProvidentFundPaymentScheme,,,14,0,,106,YES,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Payrolls,ProvidentFundPersonal,,,15,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,ProvidentFundCompany,,,16,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,IncomeTax,,,17,1,0,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,Payrolls,PKUserUpdate,,,18,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Payrolls,UpdateTime,,,19,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Payrolls,ApproveStatus,,,20,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,Payrolls,PKUserApprover,,,21,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Payrolls,ApproveTime,,,22,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Payrolls,DeleteStatus,,,23,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Permissions,PKPermission,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Permissions,PermissionName,,,2,0,,106,YES,nvarchar,,20,40,,,,,,,,,,,,,,,,,,
,,Permissions,PermissionID,,,3,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Permissions,Description,,,4,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,Prices,PKPrice,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Prices,PriceID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Prices,PKPriceType,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Prices,Description,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Prices,Minimum,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Prices,Maximum,,,6,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Prices,Sort,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,PriceTypes,PKPriceType,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,PriceTypes,PriceTypeID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,PriceTypes,Description,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Provinces,PKProvince,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Provinces,ProvinceID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Provinces,PKRegion,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Provinces,Province,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Provinces,AsCityID,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,PublicHolidays,PKPublicHoliday,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,PublicHolidays,Day,,,2,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,PublicHolidays,DayType,,,3,1,"((0))
",26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Regions,PKRegion,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Regions,RegionID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Regions,Region,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Reminder,PKReminder,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Reminder,ReminderType,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Reminder,PKOwner,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Reminder,ObjectType,,,4,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Reminder,PKObject,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Reminder,ReminderContent,,,6,0,,106,YES,nvarchar,,512,1024,,,,,,,,,,,,,,,,,,
,,Reminder,ReminderStartDate,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Reminder,ReminderEndDate,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Reminder,PKCreator,,,9,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Reminder,CreateTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,ResourceIDs,ID,,,1,0,,18,NO,int,,,,10,,,,,,,,,,,,,-2147483648,2147483647,38,37,1
,,ResourceIDs,ObjTable,,,2,0,,10,NO,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,ResourceIDs,CurrentID,,,3,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ResourceIDs,Step,,,4,1,((1)),26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,ResourceIDs,MinimumID,,,5,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ResourceIDs,MaximumID,,,6,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ResourceIDs,LastTime,,,7,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,RestartUsers,PKRestartUser,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RestartUsers,LoginTime,,,2,1,('1900-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,RestartUsers,MacAddress,,,3,1,(''),10,NO,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,PKRewardPunishmentRecord,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,PKDepartment,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,Type,,,4,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,Name,,,5,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,Amount,,,6,0,,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,EffectiveDate,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,Description,,,8,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,PKUserCreator,,,9,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,CreateTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,ApproveStatus,,,11,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,PKUserApprover,,,12,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentRecords,ApproveTime,,,13,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,RewardPunishmentSettings,PKRewardPunishmentSetting,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentSettings,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RewardPunishmentSettings,Type,,,3,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,RewardPunishmentSettings,Name,,,4,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,RewardPunishmentSettings,SortValue,,,5,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,RoleCompanyUsers,PKRoleCompanyUser,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleCompanyUsers,PKRole,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleCompanyUsers,PKCompanyUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleCompanyUsers,DeleteStatus,,,4,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Roles,PKRole,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Roles,RoleName,,,2,0,,106,YES,nvarchar,,20,40,,,,,,,,,,,,,,,,,,
,,Roles,Description,,,3,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,Roles,IsNewRole,,,4,0,,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Roles,PKCompany,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Roles,DeleteStatus,,,6,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Roles,RolePermissions,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Roles,ManagementScope,,,8,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,RoleUsers,PKRoleUser,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleUsers,PKFoowwRole,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleUsers,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,RoleUsers,IsCustom,,,4,1,"(0)
",26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,SignRecords,PKSignRecord,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,SignRecords,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,SignRecords,SignType,,,3,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,SignRecords,SignTime,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,SignRecords,Longitude,,,5,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,SignRecords,Latitude,,,6,1,"(0)
",26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,Stores,PKStore,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Stores,StoreID,,,2,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Stores,ObjType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Stores,PKObject,,,4,1,(NULL),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Stores,Title,,,5,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Stores,PhotoPath,,,6,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Stores,LogoPath,,,7,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Stores,PKTheme,,,8,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Stores,Domain,,,9,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Stores,DeleteStatus,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Stores,IsEnterpriseSite,,,11,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Stores,TopLevelDomain,,,12,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Streets,PKStreet,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Streets,StreetID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Streets,Street,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Streets,StreetPinyin,,,4,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Streets,StreetPinyinAbbr,,,5,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Streets,PKDistrict,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,TableLastUpdateTime,ID,,,1,0,,18,NO,int,,,,10,,,,,,,,,,,,,-2147483648,2147483647,6112,6098,1
,,TableLastUpdateTime,ScopeType,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,TableLastUpdateTime,PKCompany,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,TableLastUpdateTime,PKUser,,,4,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,TableLastUpdateTime,PKCity,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,TableLastUpdateTime,LastUpdateTime,,,6,1,((0)),26,NO,bigint,,,,19,,,,,,,,,,,,,,,,,
,,Tasks,PKTask,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Tasks,TaskType,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Tasks,Status,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Tasks,TaskContent,,,4,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Tasks,PKUserOwner,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Tasks,PKUserCreator,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Tasks,BeginTime,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Tasks,EndTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Tasks,CreateTime,,,9,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Tasks,FinishedTime,,,10,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Tasks,PKObject,,,11,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Tasks,DeleteStatus,,,12,1,"((0))
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Trackings,PKTracking,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Trackings,Description,,,2,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Trackings,CreateTime,,,3,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Trackings,PKUser,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Trackings,PKObject,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Trackings,DeleteStatus,,,6,1,"((0))
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,UploadImages,PKUploadImage,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UploadImages,PKHouseImage,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UploadImages,PKHouse,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UploadImages,PKVipHouse,,,4,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UploadImages,HouseType,,,5,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,UploadImages,ImagePath,,,6,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,UploadImages,IsIndexImage,,,7,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,UploadImages,ImageCount,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,UploadImages,PKCompany,,,9,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserAlias,PKUser,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserAlias,Cellphone,,,2,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,UserRecentPKCommunities,PKUser,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserRecentPKCommunities,RecentPKCommunities,,,2,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,UserRecentPKCommunities,RecentPKHouseIndexKeyWords,,,3,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Users,PKUser,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Users,UserID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Users,UserName,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,Email,,,4,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,Password,,,5,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,Salt,,,6,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,Cellphone,,,7,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,Telephone,,,8,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,HasPhoto,,,9,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,PhotoPath,,,10,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,Domain,,,11,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,RegisterTime,,,12,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Users,RegisterIP,,,13,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,LastActiveTime,,,14,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Users,LastActiveIP,,,15,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,UserType,,,16,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Users,IDNumber,,,17,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,IsIDNumberValid,,,18,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,AgentID,,,19,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,IsAgentValid,,,20,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,Sex,,,21,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,Enabled,,,22,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,Address,,,23,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Users,Description,,,24,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Users,IsStoreEnabled,,,25,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,IsSyncIM,,,26,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Users,DeleteStatus,,,27,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Users,Permission,,,28,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Users,Title,,,29,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,Users,QQ,,,30,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Users,PKCity,,,31,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Users,ManagementScope,,,32,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Users,Setting,,,33,0,,106,YES,nvarchar,,4000,8000,,,,,,,,,,,,,,,,,,
,,UserWatchDealPhoneRecords,PKUserWatchDealPhoneRecord,,,1,1,(NEWID()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserWatchDealPhoneRecords,PKHouseDeal,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserWatchDealPhoneRecords,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,UserWatchDealPhoneRecords,WatchTime,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,WatchedPhoneCount,PKWatchedPhoneCount,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,WatchedPhoneCount,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,WatchedPhoneCount,InternalHousePhoneCountPC,,,3,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,WatchedPhoneCount,InternalHousePhoneCountMobile,,,4,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,WatchedPhoneCount,VIPHousePhoneCount,,,5,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,WatchedPhoneCount,UpdateTime,,,6,1,(GETDATE()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,WatchedPhoneCount,CreateTime,,,7,1,"(GETDATE())
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
